clean_text,sentimen
Padahal username sama password udh bener tpi malah muncul pesan  terjadi kesalahan ,negatif
Sering bgt eror skrg payaaah pdhl mbanking andalan  ,positif
Update terbaru mei 2024 jadi lambat  Tidak seamless rasanya  Akhirnya kembali pakai mobile BCA,positif
sebel bgttt lola bgtt pas mau ngek saldo di mybca tolong diperbaikin ka,negatif
Ini gimana sih apk nya lemot bener padahal sinyal enak  barusan buka brimo masih enak tuh transfernya giliran di bca yaampun harus sabar banget,positif
"Loading lumayan lama
Minta di update mulu app nya
Sering error saat lagi urgent di butuhin",positif
unreliable  laggy af  not working when needed most,positif
The app keeps loading every time I open it  It s hard when you want to do a transaction  It crashes and sometimes takes forever to move to the next menu  Please fix it,negatif
kenapa lemot si,negatif
di update malah sering eror,negatif
"aplikasi ampas   buat cek saldo   mau topup VA aja susah 
wifi dirumah 60mbps padahal",negatif
sekelas dev bca bikin aplikasi busuk kaya gini kah  sering bgt error pas mau buka aplikasi nya   hari ini tgl 31 05 2024 jam 12 56 mau cek mutasi aja gabisa  ,negatif
Apps nya suka lemot dan error  Compared to BCA Mobile dan BLU BCA  app MyBCA performanya agak kurang ya ,negatif
"gajelas sering bgt eror nya  
apalagi kalo setiap akhir akhir bulan lagi ini aplikasi eror nya",positif
Bener2 parah aplikasi error di jam penting sperti ini  Jumat jam 13 51,positif
Kenapa sering error sih  padahal koneksi stabil,negatif
Keg taik   Eror mulu   Ga ngotak,negatif
najis aplikasi nya sering down  bermasalah trs  sampe ke blokir beberapa kali  benerin dong masalah servernya  supaya ga meribetkan orang,negatif
Mau login aja lama amat  Gonta ganti apps buat apa  Yg penting simple cepet malah bikin rumit ,positif
Percuma fiturnya lebih banyak  kalau jadinya lebih lambat  Transfer   cek saldo aja lama banget dibanding m bca,positif
Mohon untuk info cashflow PEMASUKKAN segera diupdate  pengguna mau tau brp pemasukkan setiap bulan nya  Selebihnya Aman  Thanks,positif
padahal koneksi kenceng tapi loading aplikasi parah banget lemot nya,negatif
Di email sudah berhasil tapi dilogin gak bisa  Aplikasi produk gagal ,positif
"Sejak update ke versi yg terbaru yaitu 1 21 0 malah setiap mau masuk ke app nya  mental balik ke home screen 

Saya pake iPhone 14 ProMax dengan iOS terbaru di versi 17 4 1

Mohon bisa segera di update aplikasi nya dan perbaiki bugs nya",positif
Tolong diberi pilihan utk mau menerima  tidak menerima email receipt  notifikasi setiap transaksi di mybca  Saya menggunakan mybca cukup sering dalam sehari  dan sangat mengganggu jika setiap transaksi dapat email  Lebih baik bentuknya sebagai  inbox  seperti di bca mobile ,negatif
Percuma dinkash limit paylater tpi gak bisa di gunakan,negatif
Susah transfer pakai qris   malah masih proses  telepon ke bca katanya disuruh tunggu besok,negatif
Tolong ditambahkan fitur kecil seperti notifikasi adanya transaksi masuk  karena transaksi keluar sudah ada kurang rasanya jika transaksi masuk tidak ikut tersedia,positif
Awalnya seneng karna bisa beberapa rekening  makin kesini masa sering ke block tanpa sebab  ,positif
Selalu senang dan bangga menggunakan layanan dari bank BCA  Sangat inovatif dan betul betul memperhatikan kebutuhan pelanggan  Kalau boleh saran di aplikasi mybca ini tambahin fitur split bill biar lebih lengkap  Keep up the good work BCA  You guys are the best bank in Indonesia ,positif
"MYBCA sering bngt errorr  pas urgent 
malah gabisa dipakee  bahaya bngt ngelaunch app tpi masih blm matang sama sekali utk servernya  TOLONG DIPERBAIKII ",negatif
Server nya error terus ,negatif
Bad banget  Bikin bca id tinggal verifikasi lewat sms aja ngga bisa2  Mana udah nyedot pulsa banyak  ,negatif
Wifi gabisa dipakai gara gara kendala jaringan my bca padahal saldo di rekening sudah ditarik dan bukti mutasi rekening ada tapi pelayanan lamban,negatif
Aneh banget tiap mau login harus kirim sms  Habis kirim sms trus gak ada perubahan gak terjadi apa2  Gitu terus sampe pulsa habis karena dipaksa kirim SMS  Bukannya nyelesaiin masalah malah bikin pulsa terkuras  ,negatif
pulsa gue banyak  sinyal ok  ini emang apps nya jelek atau gimana sih  udah berkali kali nyoba GAGAL terus,negatif
Nomor customer kartu kredit yg sudah lama ditutup masih muncul di menu pembayaran kartu kredit  dan parahnya muncul di section rekomendasi ,negatif
Selalu force close di ios 17 5 iphone 12 pro,negatif
Aplikasinya pusing,negatif
"update terbaru app malah crash terus
payahhhh ",positif
App My Bca kalau pakai signal gitu selalu susah login   tidak bisa transfer uang  Selalu gagal  Kalau pake wifi baru lancar  Coba tolong diperhatikan lagi,negatif
Bca ID KEBLOKIR terus  Login pakai biometrik kata cs gagal 3x  padahal gapernah gagal login,negatif
katanya busa daftar online mana tai bgt gabisa ngabisin puksa buat aktivasi gajelas aja tolol,negatif
Verifikasi sudah sampe video call tetap saja gk jelas  Semua data sudah disebutkan dengan benar  memang muka orang sekarang sama poto di ktp gk boleh berubah ya  Coba dipikir kalo poto ktp 15 tahun YL sama muka sekarang memang masih sama ,positif
Bisa nggak sih proses registrasi di awal sudah termasuk semuanya  Ini udah proses registernya ribet  yang mana saya paham untuk alasan keamanan  eh pas mau transfer uang disuruh ketik nomor kartu dan verifikasi sms lagi  Btw belum ada fitur cek limit kartu kredit  Fiturnya bca mobile belum semuanya ada  Thank you ,negatif
Kode otp gak masuk2 ,negatif
Selalu eror pas mau login  pas mau regitrasi ulang batas waktu habis  Tolong diperbaiki  ,negatif
Aplikasi paling ga berguna produk yg ditawarkan tapi tidak pernah bs digunakan,negatif
Setelah update malah tidak bisa simpan nomor rekening tujuan yang baru,positif
mau resgis susah  banyak kendala  harus ke cabang terdekat  kurang efisien,negatif
Gaperna ganti2 password dll  tiba2 pas masuk pake face id gagal  saya reset password bca id dan nomor atm sudah betul  eh malah keblokir  whyyyy,negatif
Sering bgt force closenya  kali kedua  baru masuk  tiap pertama kali buka  selalu force close  tolong perbaikin ,positif
Saya pengguna BCA semua mobile sama yg digital coba di kasih notif untuk uang masuk dan kluar dari aplikasi dong,negatif
Sering banyak eror  QR lemot  akun tiba2 keluar sendiri dan hrs log in ulang yang berbayar pake pulsa  Ini mah ngabis2in uang buat beli pulsa  Capek dehhh,negatif
Sarapp lo,positif
Boros pulsa buat OTP,negatif
aplikasi gajelas mau verifikasi aja nyusahin  OTP gamasuk2 pulsa udh abis 15rb,positif
Ribet   Gak bs verifikasi foto muka sm e ktp   Ribet ribet ribet,negatif
Pulsa habis cuman buat daftar,negatif
kenapa sudah masukan sandi dengan benar tetapi tetap ter blockir,negatif
Sudah bisa isi token PLN Tp sayang nomor tokennya tdk bisa di simpen jd ribet,negatif
Sepertinya program pembukaan rekening online bank bca ini blm didukung sistemnya yang memadai ya  saya bantu orang tua saya bikin rekening susah banget  ada saya yang bantu jawab gak boleh  CSnya juga pelit banget ngomong gak membantu customer ,positif
"sejak update build trakhir tidak bisa buka aplikasi  jadi balik lagi mbca 
please resolve this",negatif
Udah coba berkali kali kagak muncul dah kode otpnya  padahal nomor gua dah benar juga apa lagi sinyal gua bagus tapi kagak muncul dah kode otpnya kocak bangat anjir,positif
"Aplikasi selalu force close  sudah dicoba uninstall lalu install ulang  clear cache   data  restart hp  masih tetap force close  tolong segera diperbaiki  karena sangat dibutuhkan 

iPhone 15 Pro Max
iOS 17 4 1",positif
"gak bisa login pdhl udh berhasil aktivasi  tiap mau login selalu kirim sms dan tetap tdk bisa  pulsa abis disedot tp email ga masuk 
aplikasi goblok tolol",negatif
Ketika popup  tap your card  muncul dan user menempelkan kartu flazz pada hp  terdapat delay panjang yg tidak jelas penyebabnya  Mohon proses pembacaan kartunya dipercepat atau popup  tap your card  diupdate sepanjang user mentapping kartu flazz pada hp ,negatif
Tambahin fitur pemasukan dong,negatif
Tiap beberapa versi  aplikasi selalu gak bisa dibuka  entah crash saat sudah masuk atau bahkan saat aplikasi belum selesai memuat  Pihak customer service pun tiap kali dikeluhkan soal ini cuma bilang  dicoba terus  ,negatif
Sejauh ini saya suka pake myBCA  apakah myBCA bisa dipakai di 2 hape sekaligus ,positif
"Aplikasi cupu  
Sok secure pake verifikasi wajah 
 2x install aplikasi ini di 2 hape yang berbeda 

Selalu diminta verifikasi wajah Tapi selalu gagal   Telp ke halobca  solusinya ke cabang terdekat   ini 2024  masih diwajibin offline   

Mending pake BRIMO aja  ganti2 hp ga pusing ",positif
mohon dibetulakn  suka error qrisnya,negatif
Hadirkan fitur transaksi QRIS tanpa PIN dong seperti di BCA mobile biar saat transaksi satset,negatif
Coba regis bca id gagal terus  Login pun minta kirim sms lagi gagal juga  Telpon CS solusinya lama masa disuruh nunggu 3 hari kocak ,negatif
Aplikasi scam sering eror  verifikasi ngirim pake pulsa  Permintaan verifikasi berulang kali dikirim tapi begitu di aplikasi selalu tulisannya  sesi telah habis  harus ngirim ulang terus dan motong pulsa terus,negatif
Udah enak sih so far  cuman blm bisa ke pake smua ya fitur nya  saran dong klo ada uang masuk kasi notif nya  biar enak,positif
"Ini kok aneh ya  saya di transfer uang kakak saya 200 ribu masuknya cuman 181 500 padahal sama2 bca transfernya  Kok bisa smp kepotong 20 000 ya   Dan gak ada keterangannya juga di riwayat transaksinya  

Tolong solusinya  ini kok sama2 bca malah kena potongan 20 ribu aneh banget",negatif
maaf cs BCA an fira  tadi pulsa habis  makasih dah bantu unblock bca id saya  the best  ,positif
"Verifikasi ok  pas login diminta masukin kode otp  sampe detik ini saya udah chat via wa bca   telp halo bca jawabannya kendala sinyal   Gak ada solusi   
Heloooo sms wa internet saya bisa semua  cuma otp dari bca gak masuk masuk   aneh   Gmn mau pake aplikasi nya   
  ",positif
Great app  very helpful,positif
"Mudah digunakan  ga perlu ribet masukkan kode setiap transaksi atau cek  Tapi masih banyak ruang untuk perkembangan nih 
Saran dr saya  tlg ditambah pengaturan untuk auto logout dengan pilihan waktunya  kedua saya sangat senang dengan notifikasi transaksi debit  tolong ditambahkan juga dong untuk notifikasi transaksi credit beserta pengaturannya agar dapat dipilih apakah ingin menerima notifikasi tsb atau tidak 
Semoga makin berkembang lebih baik ",positif
Kenapa ya abis masukin nomer atm untul verifikasi data tulisannya terjadi kesalahan terus  dicoba ulang ulang masih aja ga bisa,negatif
ini aplikasi sebenernya lebih bagus daripada yang BCA Mobile  cuma ribet bgt suka tiba2 keluar sendiri dan akhirnya kita harus regist ulang  mana pake pulsa lagi,positif
Aplikasi sering force close  sangat merugikan,positif
bingung sebingung bingungnya  pindah hp mau login gak bisa terus  udah kirim sms berkali2 sampe isi pulsa berkali2 juga  ttp tulisannya  sesi login habis  terus nelfon cs pake halo bca cuma disuruh  coba secara berkali   gak membantu sama sekali  saya jg udah nyoba 2 minggu mas ini tp ttp ga bisa  ,negatif
udah masukin password bener  dibilang salah  baru satu kali salah  langsung keblok  ancur  setahun 50kali nelp halo bca buat unblok sampah,negatif
Tiba2 aplikasi ke log out jadi ga bisa face id  lupa password  lalu mau reset password prosedurnya ribet banget  harus telp halobca  abis itu ada perlu sms  sudah sms  sim card ok  pulsa banyak  jaringan ok  ehh dibilang verifikasi gagal pastikan sms terkirim  zzzz capek bgt jadinya  langsung deh klik uninstall   tolong dong yang begini2 aja dipermudah jangan dipersulit,positif
Suka sama aplikasi MyBCA  User interface nya keren  Ngga monoton seperti mobile BCA  Krn mybca saya jadi hapus aplikasi mobile BCA saya  Tp sayangnya belum ada fitur untuk hapus daftar transfer antar rekening atau antar bank di mybca  Mohon di tambahkan ya  Terima kasih,negatif
Face id error  lalu udah reset face id malah gak bisa masuk sama sekali meski pakai password,negatif
bank sebelah  mandiri dan bni  udah bisa connect sumber dana qris pake kartu kredit  masa sekelas bca yang notabene brand banking terkuat dan terkenal inovatif kalah sama nih 2 bank bumn  come on mimin bca ,positif
Face Id not available on iphone  please update,negatif
"Kenapa saya tidak bisa membuka aplikasinya 
Sedangkan ke aplikasi  yang lain aman  aja",positif
tidak berguna menghabiskan pulsa untuk registrasi  di chat pertanyaan lain  jawab lain  langsung mengakhiri obrolan ,negatif
gagal terus ga tau salahnya dmn  awalnya uda di email dan berhasil tp akhirnya gagal lagi  jd sedot pulsa sms  parah,negatif
"Gw gatau ini di hp gw doang   iphone 11  atau banyak yg mengalami tapi appsnya bener2 berat  suka lag tiap mau buka dan sering force close  

Moga2 diupdate berikutnya bisa lbh ringan lagi mengingat ini lbh lengkap dibanding m bca",positif
Hallo keren bgt my bca jadi bisa keliatan semua account bca nya tapi kenapa paylaternya sering eror katanya opss terjadi kesalahan silahkan coba lagi semoga cepet baik  ,positif
Apps yg memudahkan untuk memantau semua rekening dan investasi  m bca dan klik bca dalam satu genggaman  Safety juga lebih ketat pake biometric dan tentunya ga ribet  Great Job BCA,positif
Sekelas bank dengan nama yang besar masa tidak ada fitur earnings  Malu dong sama sekelas  e wallet aja ada fitur ini  Semoga fitur ini segera di keluarkan  sangat perlu untuk melihat jumlah transfer yang masuk  Oh ya satu lagi dari segi UI masih agak merepotkan bagi saya,positif
Kode aktivasi tidak terkirim terus  Udh habis pulsa banyak juga ga kekirim terus  Harus kya mana ini  Tanya cs cuma bilng suruh nunggu 1x24 jam agar id kereset  Tolong lah dicek ini masalah kenapa ,negatif
Jauh dari bni,positif
Kurang fitur QRIS sumber dana bisa dari credit card  bakal tambah mantap ,positif
"saya kira proses validasi OTP sudah waktunya memanfaatkan fitur messenger salah satunya aplikasi whatsapps  dengan alasan analisis soal keterjangkauan signal provider itu belum semua wilayah daerah terjangkau  dan OTP via SMS sudah terlalu JADUL old  seperti fitur sebelah  mereka sudah memanfaatkan OTP whatsapps 
jadi minimalnya ada opsi untuk proses validasi OTP SMS Whatsapps karena kita bukan hidup dijaman Pitecanthropus Erectus 
semoga usulan atau teknis problemnya dapat diakomodir terimakasih  ",negatif
Aplikasi busuk transaksi pembayaran saya melalui qris pada tanggal 19 Oktober 2023 masih dalam proses sampai sekarang tanggal 5 April 2024  Padahal bank nomor 1 di Indo tapi aja jelek  Trauma pakai BCA,negatif
Saya ga paham salahnya dimana  Berkali kali verifikasi via sms tapi dibilang gagal terus  dan disuruh pastiin dikirimnya ke 8988  tolong dong  Ini aplikasinya gimana ya sistemnya  Padahal udah dapat email juga untuk activate id  dan sukses  tp giliran verifikasi via sms  gagal terus  Gimana nih bca  Soalnya pas liat review  pada banyak yang punya kasus sama kayak saya ,positif
Halah baru instal udah eror aja,negatif
Hai developer   Kenapa blikir sementara kk jadi hanya 5x  Berhubung kk bca sering di bobol  Kami sangat butuh atur kontrol buka tutup blokir sementara nya ,positif
Sudah foto ktp sejelas mungkin  ulang ulang isi data  verifikasi foto pun sama  Gagal terus  meski gimana dah biar berhasil  Dalah pakai aplikasi jadul yang tiap transfer harus ss karena ga bisa langsung share bukti transfer  Hoam,positif
"Ganti HP atau cabut Simcard harus menunggu verifikasi dari  Tim Terkait BCA 
Di mana time window nya 1x 24jam 

Jadi siap siap aja gak bisa transaksi sampai di hubungi Yg berkuasa  Tim Terkait BCA  
Coba hubungin call center dan minta di sambungi via call center untuk di Verifikasi oleh  Tim Terkait BCA  juga tidak bisa   Kayanya harus outbound call 

Sangat memalukan sih untuk sekelas BCA  aplikasi nya kalah jauh dari Livin Mandiri dan Octomobile CIMB ",positif
Security over anxiety ini bank  Multi security yg mempersulit user ,negatif
Daftar my bca gagal mulu nyedot pulsa doank tiap x kirim sms ,negatif
Di mybca belum ada fitur lifestyle  seperti di bca mobile sayangnya  Padahal aku kalo beli tiket bioskop sering lewat fitur ini,negatif
"2024 bukannya di service aplikasi nya dirawat tapi malah dibiarin keluhan customernya  baru kali ini BCA Fail
Padahal baru dinobatkan bank terbaik dunia 2024",positif
Setelah update terakhir membuka nya jadi leg  kondisi jaringan di lokasi saya padahal bagus,positif
Jarang buka  tapi sering ke blokir sendiri  1bln 2x keblokir    tolong tambahkan jenis tahapan tabunganku bisa di cek pakai my bca  jd kl cuma mau cek saldo ga perlu ke ATM,positif
Kenapa mybca tdak bisa topup flaz  Harus ke  mbca  Cuman hanya bisa cek saldo flaz  Coba di perbarui lagi pelayanan nya  Biar tidak perlu punya 2 aplikasi ,positif
Ada bug di update terbaru  mau pilih tanggal mutasi waktu baru tap logo calendarnya aja udah crash  Mohon untuk bisa dipatch secepatnya ya  ,positif
34 tahun jadi nasabah BCA  saya tidak pernah sekali pun dikecewakan ,negatif
Sampai dengan saat ini tdk ada notifikasi dana masuk  Ayo BCA  kapan fitur ini dibuat ,negatif
It s good  but litle bit slow then m mbca,positif
Tolong di perbaharui lagi untuk pengecekan mutasi rekening nya bisa lebih mudah seperti mBca karena di myBca hanya tersedia fitur bulanan saja dan tidak bisa melihat mutasi yang terbaru  Terima kasih,positif
Tolong tambah pembayaran listrik  Token listrik dong,negatif
GOOD JOB BCA  In my opinion  this mbanking app is the most convenient and secure in this latest version  it s really living up to our expectations  I m truly proud to be using BCA ,positif
Fitur notif pemasukan dong  lelah spam refresh tiap akhir bulan,negatif
baru update version 12 0 0 malah gak bisa dibuka sama sekali in gimana ,negatif
Yeayyy  akhirnya mybca sdh bisa transaksi pembelian pulsa pln   BCA mantap  ,positif
Sangat simpel untuk segala jenis transaksi,negatif
App tampilannya bagus dan simpel  mudah digunakan  bagus sekali  tapi fungsi dari appnya kurang reliabel  QRIS sering error  loading lama  overall oke  semoga diupdate supaya lebih stabil  ,positif
"applikasi perbankan yg sangat cukup lengkap  mulai dari transfer sesama bank  virtual accout  ke bank berbeda  dll
bisa segala macam hingga mutasi kita bisa lihat  e statement  super lengkap ",positif
Benchmark ke Mand ri and CimbN aga dong fiture and UI nya ,negatif
Selama ini udah oke banged experience pake MyBCA semoga bisa cepet tambahin fiturnya sampai ntar bisa lepas dari bca mobile   ,positif
Registrasi dan pembuatan ID cepat dan mudah  fitur face id sudah oke  user interface sangat nyaman di lihat dan fungsional  Keren ,positif
Kami dari user pengguna Mobile Banking Bca mengucapkan TRIMA KASIH atas PELAYANAN yang sudah diberikan  semoga kedepan nya lebih baik lagi,positif
Aplikasi nya terlalu banyak loading  lemot sekali kalo mau bayar bayar,negatif
apk sudah sangat baik  tapi mata sakit kalo transfer malem2 bikin dark mode dong,positif
"Kita kan udh ada aplikasi HaloBCA tuh  Nah  kenapa engga MyBCA kita integrasikan  Jd kalo ada masalah apa2  kita bisa hubungi HaloBCA langsung dr aplikasi MyBCA  biar bisa sekalian disambungin ke bagian yg terkait  ga perlu milih dulu gitu 

Terus  kalau ada transaksi saldo masuk  pengen ada notifnya  Kan pengeluaran udh ada nih  tinggal pemasukan ",positif
Semoga pengecekan managemen credit card bisa segera berpindah ke my bca ya  biar lebih ringkas juga,positif
Makin suka sama mybca  makin lengkap dan tiap hari pasti pake,positif
"How on earth this app cannot explain the specific reason of  verification failed   I repeatedly re verify my ID card and face recogs turned out all of them failed without specific reason  it said error at ID data  while I have put the correct ones over and over again 

Do I have to waste my time visiting the bank CS just to solve this non sense problem ",negatif
Kenao jadi lelet begini ya  Dulu pake bca karena suka sama kecepatan aplikasinya dibanding bank bank lain   Ini malah lelet banget sekarang,negatif
Please lemot bgt aplikasinya  secara UI memang jauh lebih oke tapi proses datanya kaya berat bgt deh ini  ,negatif
Minta tolong di menu riwayat transaksi dimasukkan juga  transaksi uang masuk  supaya kalau mau ngecek uang masuk bisa jauh lebih cepat ,positif
Ayo dong BCA  masa kalah sama Bank Mandiri  ayo dong di tunggu pembayaran Qris sumber kartu kredit  belanja sekalian ngumpulin miles nih  bisa yuk  di tunggu update nya,negatif
Tolong dong tingkatkan lagi ke cepatan penggunaan face id saat masuk  Asli lemot bgt  Pdhal uda enak bisa masuk pake face id  tpi malah lemoottt,positif
Katanya verifikasi nomor hp  tp gak loading2  Terus inputan nomor HP nya emang manaaa ,negatif
Senang banget bisa kombinasi beberapa akun bca di satu aplikasi  Tolong fokus ke fitur perbankan aja dong  jangan sok2 jadi super app kebanyakan fitur  sehingga aplikasi jadi lambat  loading terus terusan dan akhirnya malah sulit dipakai untuk aktivitas perbankan mendasar,positif
Terlalu sering error  gagal login gagal transfer  berujung uang nyangkut dan harus telpon sana sini lagi,negatif
"Lemot sering eror
Benerin lah coba ini apps bagus padahal 
Kaya bank bank digital kekinian ",positif
Sejak update ke iOS17  saya tidak dapat login ke aplikasi MyBCA ,negatif
Ngabisin pulsa cuma buat daftar tpi gak bisa2,negatif
Kesalahan memasukan password jangan di record dong kalo sudah benar  masa setiap kali 3x salah langsung di blok  meskipun salahnya tidak berurutan  Yang dulu   dulu masih terekam  Jadi gampang banget ke blokir  Tolong di update supaya kalo sudah input password yang benar  kesalahan yang lama tidak direkam ,negatif
Sudah mencoba daftar sampe 8X tapi verifikasi gagal mulu  katanya  pastikan data KTP el udah benar  foto udh paling jelas  cahaya oke tpi tetep gagal  apa foto ktp gw beda sma skrng ya namanya jga foto 11 taun lalu ya beda  mending kalo pas udh gagal ga ga ngulang isi data tempat tinggal lah ini stiap gagal isi lagi isi lagi  cape gw bye mending bca mobil,positif
Tolong kan ada tuh pembayaran melalui nfc hp soal nya itu lebih oke dibanding harus buka kamera dulu  jadi saran bikin fitur tap to pay ini fitur kebantu banget bagi udh ada nfc nya,positif
Padahl sudah benar berkali kali,positif
Sms verifikasi utk log in ga pernah bisa masuk selalu failed,negatif
That difficult to understand that such an important bank  one of the biggest in Indonesia   cannot have an english version of its application  ,negatif
Aplikasi sulit,negatif
Sebenarnya membantu banyak  tapi pernah ga makan karena aplikasi ini  disini perlunya kita punya bank lain,negatif
Sering bgt error  cb deh sering2 di cek ya pihak BCS  Bukannya mempermudah malah nyusahin  ga recomended,negatif
Login gagal terus  verifikasi muka salah terus  laaah muka saat ini sama KTP pasti beda kalau cetak foto KTPnya 5 tahun lalu  jadi gak bisa dipakai aplikasi ini ,negatif
selalu gagal verifikasi  mau login sampe sekarang gagal terus  Id sama sandi udah betul tapi gagal terus  ,negatif
Update terakhir malah gak bisa dibuka  malah muncul pemberitahuan dipakai diperangkat lain padahal perangkat sama  tolong segera diperbaiki,positif
developer sebenernya nge tes ga sih sebelom luncurin update  dari dulu sampe sekarang tiap update selalu force close  ga selesai selesai ini masalah ga jelas banget  di tes ga sih ,negatif
Proses verifikasi amat sangat sulit sekali dan selalu gagal   tidak membantu sama sekali  Saya sudah coba lebih dari 5 kali namun selalu gagal  Konsultasi dengan HaloBCA via chat pun tidak membantu sama sekali ,negatif
"versi 1 19 0 knp crash ya  biasanya aman2 aja tapi pagi ini gabisa dibuka  langsung nutup lagi tiap log in  crash ga mau dibuka 

dipakai di iphone 12 pro ios 17 3 1 dan iphone se 2016 ios 15 8 keduanya sama2 tidak bisa 

tolong diperbaiki   ",positif
Ini tahun berapa sih User masih harus pake kirim sms utk verifikasi  2FA pake Otp ke nomor hape terdaftar mah udah cukup  ribet amat buang2 pulsa,negatif
"aplikasi keluar sendiri saya lupa pasword
Mbangking keblokir tlp cs jam kerjanya sampai jam 17 00
Terus bagaimana",negatif
Buruukkk cuman ganti hp aja suruh update data lewat cabang padahal nomor hp dan data tidak ada perubahan  beda dengan bank mandiri yg hanya registrasi ulang lewat face id uda berhasil gak pakai ribet harus ke cabang  ,positif
versi yang sebelum ini jalan  begitu update saat masuk apps  langsung apps tertutup ,negatif
Mau login aja loading nya seabad mau transfer loading terjadi kesalahan mulu pdhl sinyal lancar aneh bgt keselll,negatif
cardless sudah  tap in kaya livin belum ada,negatif
Ud aktif dr google  tp tetap gk bs login  ud sms mpe 16x msh z gk bs  habisin pulsa org doank,negatif
verifikasi ektp gagal terus  ngabisin pulsa doang,negatif
Why most of the time I can t login  Even I restarting the app,positif
Aplikasi lola   apa apa loading mulu padahal internet normal,positif
"Loading mulu gak efektif saat transfer 
Pake jaringan apa sih    seharusnya kalau punya jaringan saterlit sendiri jangan ng lag begini   Repot",positif
Kebanyakan maintenance  ,positif
Lelet banget mau masuk ke App MyBCA nya aja mau nunggu beberapa menit kecewa banget sih,negatif
Apa harus aktif 22nya sama bca mobile  Pas uninstall susah bgt log in,negatif
Seperti case2 yang sudah dituliskan  Mau log in gak bisa2  Verifikasi berkali2 gagal tapi nyedot pulsa   Solusi nya dari cs suruh coba berkala  Harus nyediain berapa puluh ribubcuma buat percobaan log in  Biasanya selalu puas sama layanan bca  Ini App nya benar2 zonk sekali ,negatif
Aplikasi malah bikin nyusahin  bikin emosi  lain kali kalau ada perbaikan aplikasi di info ke nasabah biar tidak emosi saat ada urgensin untuk menggunakan m banking untuk transaksi ,negatif
Terlalu lama loading di ios baru  responsiveness jauh sekali dibandingkan dengan OG BCA Mobile,positif
Mau login masuk aja ggal terus hrs kirim sms terus developernya debenerin ini ngerugiin nasabah yg lg butuh penting,negatif
Sering tbtb keblokir  ga sekali dua kali tapi BERKALI KALI  Cs via telp juga gabisa kasih solusi atau jaminan kl hal tsb gabakal keulang lagi  cuma dibantu open blokir   bikin password baru yg eventually jg bakal keblokir lg nantinya   Lg ada hal urgent butuh transaksi jg tbtb aplikasi error gabisa login  Payah  Worst m banking i ever use  ,negatif
Sering crash notif oops terjadi kesalahan,positif
"Sejak update versi terbaru  app sering lemot  susah login
Tolong perbaiki",negatif
tolong dong mybca   mau verifikasi masuk aja harus berkali2 kirim sms karna gabisa masukkkk masukkk sampe ngabisin pulsa gue berkali2 beli pulsa   sampah banget ini aplikasi,positif
Ganti Device saja ribet  Gagal verifikasi wajah terus  harus ke cabang  ribet  Pastinya  Bank tetangga saja OTP cukup  Lol,negatif
Aplikasi ga jelas  Reset password disuruh telfon call center  Sudah telfon call center  Dicoba lagi masih suruh telfon call center,negatif
Verifikasi Wajah dan KTP El Gagal Terus  Berhubung foto di Ktp itu udah 11 tahun lalu  wajah pasti ada bedanya dikit  Ada solusi lain ngga ,negatif
Reset password berxx Pindah hp juga ggak bisa me buang waktu dan pikiran,negatif
"Ganti dari mbca harus aktivasi
Udah aktivasi mau masuk harus aktivasi lagi
 Sampai 5 kali  Sampai habisin pulsa tetap ga masuk masuk sampai sekarang  Ribet banget",negatif
Tolong diperbaiki dongggg nih aplikasi keliatan bagus tapi kok kayanya ngeribetin doang ya  Udh ngabisin pulsa doang buat masuk   nanya ke cs bca tapi gak helpful juga hadeh ,negatif
Ganti dong pulsa saya buat daftarkan username dan log in setelah tiba2 hilang sendiri,negatif
Orang gak ngapa ngapain kok bca id nya diblokir ituloh  gak jelas gini  bukannya mempermudah malah bikin masalah  apalagi saya keadaanya sekarang mau transfer  udh hubungi layanan katanya suruh login masuk lagi  nyatanya tetep sama tulisannya bca id anda teeblokir  wong kita gak ngapa ngapain kok diblokir  konyolll,negatif
"1 Sinyal device padahal lagi bagus  tapi Konek ke API nya kenapa berat begini   devnya ngga testing apa gmn ini backendnya  
2  Sering kendala transaksi qris   gagal   proses ini fatal sekali harusnya GA BOLEH ADA ERROR 
3  kalo blm siap rilis ke production  sebaiknya lakuin banyak testing dulu",positif
Mau buka rekening  Disuruh bikin BCA ID dulu  tapi pas bikin BCA ID disuruh hubungkan dengan rekening ,positif
Entah kenapa selalu ad aja masalah mau pake myBca  mau aktivasi aja gagal terus berujung makan pulsa  Errornya disuruh contact halobca tpi tetep ga dapet solusi  aku prefer BCA Mobile jauh ,negatif
halo  saya biasanya pake bca mobile dan saat pake mybca malah bagian login dan regisnya ribet  suka eror dan nyedot pulsa beberapa kali  malah makin merugikan pengguna  tolong diperbaiki sistemnya  padahal fitur didalamnya udh oke  jadi saya merasa bca mobile saat ini lebih membantu saya dalam bertransaksi,positif
Ribet cm mo dftr aja  Uda abs pulsa tetep gabisa login  Cs ny d telp jg gk ad solusiny  Buruk  ,negatif
Registrasi malah gk bs login karena verif wajah error trus  d suruh hub halo BCA malah suruh nunggu   masih gk jelas aplikasi ny,positif
Tidak ada akses camera untuk verivikasi data,negatif
Ini muka saya harus sampe kaya gimana biar verifikasi mukanya ga failed  Belom bisa pake fitur aplikasinya mau login aja  udah ke block bca idnya,negatif
